App,Rating,Size_Megabytes,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver,Genres_1,Genres_description
Blossom Blast Saga,4.5,63.0,"10,000,000+",Free,0.0,Everyone,"July 5, 2018",57.0.8,4.0.3 and up,Casual,No description
Candy Bomb,4.4,20.0,"10,000,000+",Free,0.0,Everyone,"July 4, 2018",2.9.3181,4.0.3 and up,Casual,Brain Games
Gems or jewels ?,4.7,13.0,"10,000,000+",Free,0.0,Teen,"August 3, 2018",1.0.109,4.0 and up,Puzzle,No description
Power Pop Bubbles,4.4,Not informed,"10,000,000+",Free,0.0,Everyone,"August 2, 2018",3.15,4.1 and up,Arcade,No description
Jewels classic Prince,4.4,15.0,"5,000,000+",Free,0.0,Everyone,"June 15, 2018",2.4.2,4.0 and up,Puzzle,No description
Fruit Block - Puzzle Legend,4.6,33.0,"10,000,000+",Free,0.0,Everyone,"July 23, 2018",60,4.1 and up,Casual,No description
Bubble Shooter Space,4.2,Not informed,"1,000,000+",Free,0.0,Everyone,"July 17, 2017",1.6,2.3 and up,Casual,No description
1LINE – One Line with One Touch,4.6,10.0,"10,000,000+",Free,0.0,Everyone,"August 3, 2018",2.0.4,4.1 and up,Board,No description
Stick War: Legacy,4.6,77.0,"10,000,000+",Free,0.0,Teen,"May 10, 2018",1.7.04,4.4 and up,Strategy,No description
Marble Woka Woka 2018 - Bubble Shooter Match 3,4.6,Not informed,"10,000,000+",Free,0.0,Everyone,"August 3, 2018",1.3.35,4.1 and up,Puzzle,No description
Super Jabber Jump 3,4.3,23.0,"5,000,000+",Free,0.0,Everyone 10+,"July 11, 2018",2.5.3182,2.3 and up,Arcade,No description
Rush,4.6,51.0,"10,000,000+",Free,0.0,Everyone,"February 14, 2018",1.1,4.0 and up,Arcade,No description
Jetpack Joyride,4.4,96.0,"100,000,000+",Free,0.0,Everyone 10+,"July 19, 2018",1.10.12,4.1 and up,Arcade,No description
Word Search,4.2,Not informed,"50,000,000+",Free,0.0,Everyone,"July 2, 2018",Varies with device,Varies with device,Word,No description
Racing in Car 2,4.3,38.0,"50,000,000+",Free,0.0,Everyone,"November 22, 2016",1.0,2.3.3 and up,Racing,No description
Dog Run - Pet Dog Simulator,4.7,24.0,"10,000,000+",Free,0.0,Everyone,"May 22, 2018",1.4.12,4.1 and up,Simulation,Action & Adventure
Jewels Crush- Match 3 Puzzle,4.4,19.0,"1,000,000+",Free,0.0,Everyone,"July 23, 2018",1.9.3901,4.0.3 and up,Casual,Brain Games
Mahjong,4.5,22.0,"5,000,000+",Free,0.0,Everyone,"August 2, 2018",1.24.3181,4.0.3 and up,Puzzle,Brain Games
Toy Pop Cubes,4.5,21.0,"1,000,000+",Free,0.0,Everyone,"July 4, 2018",1.8.3181,4.0.3 and up,Casual,Brain Games
Candy Pop Story,4.7,23.0,"1,000,000+",Free,0.0,Everyone,"May 24, 2018",2.0.3165,2.3 and up,Casual,Brain Games
Solitaire,4.4,26.0,"100,000+",Free,0.0,Everyone,"July 16, 2018",1.7.101,4.1 and up,Card,Brain Games
Candy Smash,4.5,15.0,"1,000,000+",Free,0.0,Everyone,"April 17, 2018",2.2.3169,4.0.3 and up,Casual,Brain Games
Happy Fruits Bomb - Cube Blast,4.5,20.0,"500,000+",Free,0.0,Everyone,"February 1, 2018",1.0.3122,4.0.3 and up,Casual,Brain Games
PJ Masks: Moonlight Heroes,4.4,99.0,"10,000,000+",Free,0.0,Everyone,"June 5, 2018",2.0.1,4.0.3 and up,Casual,Action & Adventure
Bubble Shooter,4.4,20.0,"5,000,000+",Free,0.0,Everyone,"January 9, 2018",2.3.3122,2.3 and up,Puzzle,Brain Games
Draw.ly - Color by Number Pixel Art Coloring,4.4,10.0,"1,000,000+",Free,0.0,Everyone,"August 5, 2018",1.0.9,4.0.3 and up,Casual,Education
Garden Fruit Legend,4.6,33.0,"500,000+",Free,0.0,Everyone,"July 31, 2018",3.5.3183,4.0.3 and up,Casual,Brain Games
Candy Day,4.5,48.0,"1,000,000+",Free,0.0,Everyone,"August 3, 2018",8.4.3180,4.0 and up,Casual,Brain Games
Learn To Draw Glow Princess,4.5,9.6,"1,000,000+",Free,0.0,Everyone,"July 14, 2017",1.0.1,4.0.3 and up,Casual,Pretend Play
Barbie Magical Fashion,4.0,15.0,"10,000,000+",Free,0.0,Everyone,"October 6, 2017",2.2,4.1 and up,Casual,Creativity
Farming Simulator 14,4.5,51.0,"10,000,000+",Free,0.0,Everyone,"July 17, 2017",1.4.4,2.3.3 and up,Simulation,Action & Adventure
Fruit Boom,4.4,16.0,"1,000,000+",Free,0.0,Everyone,"May 25, 2018",2.2.3172,4.0.3 and up,Casual,Brain Games
Hot Wheels: Race Off,4.5,Not informed,"10,000,000+",Free,0.0,Everyone,"June 28, 2018",Varies with device,4.4 and up,Racing,Action & Adventure
Strawberry Shortcake Ice Cream Island,4.2,15.0,"5,000,000+",Free,0.0,Everyone,"November 6, 2017",1.2,4.1 and up,Casual,Pretend Play
LEGO® Friends: Heartlake Rush,4.5,91.0,"1,000,000+",Free,0.0,Everyone,"July 31, 2018",1.2.0,4.1 and up,Arcade,Pretend Play
Henry Danger Crime Warp,4.6,28.0,"1,000,000+",Free,0.0,Everyone,"February 7, 2018",1.1,4.4 and up,Action,Action & Adventure
Thomas & Friends: Race On!,4.1,26.0,"5,000,000+",Free,0.0,Everyone,"May 18, 2018",2.4,4.4 and up,Casual,Action & Adventure
Fruit Cube Blast,4.6,80.0,"500,000+",Free,0.0,Everyone,"August 3, 2018",1.2.7,4.1 and up,Puzzle,Brain Games
Happy Street,4.5,Not informed,"1,000,000+",Free,0.0,Everyone 10+,"March 28, 2018",Varies with device,Varies with device,Casual,Action & Adventure
Leo and Tig,4.5,27.0,"1,000,000+",Free,0.0,Everyone,"May 31, 2018",10.180530,4.0.3 and up,Adventure,Action & Adventure
School of Dragons,4.1,Not informed,"10,000,000+",Free,0.0,Everyone,"May 30, 2018",Varies with device,Varies with device,Role Playing,Action & Adventure
Fuzzy Seasons: Animal Forest,4.8,63.0,"100,000+",Free,0.0,Everyone 10+,"August 6, 2018",149,4.1 and up,Simulation,Pretend Play
Cutie Cubies,4.4,83.0,"500,000+",Free,0.0,Everyone,"July 4, 2018",1.180702,4.1 and up,Puzzle,Creativity
Moana Island Life,4.1,78.0,"1,000,000+",Free,0.0,Everyone,"July 12, 2017",3.2.473.202,4.0 and up,Simulation,Action & Adventure
My Oasis - Calming and Relaxing Idle Clicker Game,4.6,94.0,"1,000,000+",Free,0.0,Everyone,"June 29, 2018",1.221,4.1 and up,Simulation,Action & Adventure
My Little Pony Rainbow Runners,4.3,16.0,"5,000,000+",Free,0.0,Everyone,"December 20, 2017",1.3,4.1 and up,Casual,Action & Adventure
Extreme Racing 2 - Real driving RC cars game!,4.3,93.0,"500,000+",Free,0.0,Everyone,"August 31, 2017",1.1.9,4.1 and up,Racing,Action & Adventure
Cars: Lightning League,4.5,77.0,"10,000,000+",Free,0.0,Everyone,"May 21, 2018",1.6,4.0.3 and up,Racing,Action & Adventure
Snoopy's Town Tale - City Building Simulator,4.2,58.0,"1,000,000+",Free,0.0,Everyone,"July 30, 2018",3.2.4,4.4 and up,Simulation,Action & Adventure
Car Racing game for Kids - Beepzz Dogs 🐕,4.4,48.0,"100,000+",Free,0.0,Everyone,"June 13, 2018",1.1.1,4.2 and up,Racing,Action & Adventure
Pony Friends 🦄 - Beepzz racing game for kids,4.5,69.0,"50,000+",Free,0.0,Everyone,"June 13, 2018",1.4.3,4.2 and up,Racing,Action & Adventure
Xtreme Racing 2018 - Jeep & 4x4 off road simulator,4.2,99.0,"500,000+",Free,0.0,Everyone,"August 23, 2017",1.0.8,4.1 and up,Racing,Action & Adventure
Thomas & Friends: Go Go Thomas,4.1,16.0,"10,000,000+",Free,0.0,Everyone,"November 22, 2017",1.4,4.1 and up,Racing,Action & Adventure
Ninja Dash - Ronin Jump RPG,4.7,54.0,"500,000+",Free,0.0,Everyone 10+,"August 2, 2018",1.1.23,4.0.3 and up,Arcade,Action & Adventure
Plants vs. Zombies™ Heroes,4.4,68.0,"10,000,000+",Free,0.0,Everyone,"June 26, 2018",1.28.01,4.1 and up,Casual,Action & Adventure
Transformers Rescue Bots: Disaster Dash,4.4,25.0,"1,000,000+",Free,0.0,Everyone,"March 28, 2018",1.3,4.1 and up,Casual,Action & Adventure
PAC-MAN Pop,4.3,54.0,"5,000,000+",Free,0.0,Everyone,"June 20, 2018",2.1.6579,4.1 and up,Puzzle,Action & Adventure
L.O.L. Surprise Ball Pop,4.3,Not informed,"1,000,000+",Free,0.0,Everyone,"March 8, 2018",Varies with device,4.1 and up,Casual,Action & Adventure
Ice Cream Jump,4.2,8.7,"10,000,000+",Free,0.0,Everyone,"January 21, 2018",1.20.2,2.3 and up,Casual,Action & Adventure
Disney Magic Kingdoms: Build Your Own Magical Park,4.3,91.0,"10,000,000+",Free,0.0,Everyone,"August 2, 2018",3.2.0h,4.0.3 and up,Simulation,Action & Adventure
Turbo FAST,4.3,97.0,"50,000,000+",Free,0.0,Everyone,"October 4, 2017",2.1.20,2.3.3 and up,Racing,Action & Adventure
My Little Pony: Harmony Quest,4.1,26.0,"10,000,000+",Free,0.0,Everyone,"March 5, 2018",1.6,4.1 and up,Casual,Action & Adventure
Transformers Rescue Bots: Hero Adventures,4.2,16.0,"5,000,000+",Free,0.0,Everyone,"July 5, 2018",1.5,4.1 and up,Adventure,Action & Adventure
Robots Vs Zombies: Transform To Race And Fight,4.5,Not informed,"100,000+",Free,0.0,Everyone,"July 11, 2018",3.49,4.2 and up,Racing,Action & Adventure
Equestria Girls,4.3,53.0,"10,000,000+",Free,0.0,Everyone,"July 22, 2016",37893,4.0 and up,Role Playing,Action & Adventure
Disney Crossy Road,4.5,83.0,"10,000,000+",Free,0.0,Everyone,"May 30, 2018",3.200.18289,4.4 and up,Arcade,Action & Adventure
Touch Racing 2 - Mini RC Race,4.1,78.0,"1,000,000+",Free,0.0,Everyone,"May 18, 2017",1.4.2.1,2.3.3 and up,Racing,Action & Adventure
Supermarket – Game for Kids,4.4,26.0,"10,000,000+",Free,0.0,Everyone,"July 26, 2018",1.24,4.1 and up,Casual,Pretend Play
Supermarket Manager: Cashier Simulator Kids Games,4.0,60.0,"1,000,000+",Free,0.0,Everyone,"October 11, 2017",2.4.9,4.0 and up,Casual,Pretend Play
Inside Out Thought Bubbles,4.4,58.0,"10,000,000+",Free,0.0,Everyone,"August 31, 2017",1.22.0,4.0.3 and up,Puzzle,Brain Games
Monster High™,4.1,22.0,"5,000,000+",Free,0.0,Everyone,"February 2, 2018",5.2,4.1 and up,Casual,Pretend Play
Cute Pet Puppies,4.0,36.0,"1,000,000+",Free,0.0,Everyone,"February 18, 2016",1.0.4,2.3 and up,Simulation,Action & Adventure
Frozen Free Fall,4.3,37.0,"50,000,000+",Free,0.0,Everyone,"July 27, 2018",6.7.0,4.2 and up,Puzzle,Action & Adventure
Monster High™ Minis Mania,4.6,70.0,"1,000,000+",Free,0.0,Everyone,"March 15, 2017",1.4.2,4.0.3 and up,Strategy,Action & Adventure
Shopkins World!,4.3,34.0,"10,000,000+",Free,0.0,Everyone,"June 13, 2018",3.6.1,4.1 and up,Arcade,Action & Adventure
Masha and the Bear Child Games,4.1,92.0,"10,000,000+",Free,0.0,Everyone,"May 8, 2018",2.7.4,4.0 and up,Adventure,Education
LEGO® Friends,4.4,6.9,"10,000+",Paid,4.99,Everyone,"December 1, 2015",Varies with device,4.0.3 and up,Casual,Pretend Play
My Little Work – Garage,4.3,44.0,"10,000+",Paid,3.99,Everyone,"June 17, 2015",2.0.1,2.3 and up,Casual,Education
"Alizay, pirate girl",4.5,11.0,"1,000+",Paid,2.99,Everyone,"March 23, 2017",4.0.2,2.3 and up,Casual,Action & Adventure
Word Search Games in english,4.3,16.0,"10,000,000+",Free,0.0,Everyone,"July 12, 2018",7.5,4.0.3 and up,Puzzle,Brain Games
Chess Free,4.3,17.0,"5,000,000+",Free,0.0,Everyone,"August 2, 2017",1.15.3028.0,2.3 and up,Board,Brain Games
Tic Tac Toe,4.1,18.0,"1,000,000+",Free,0.0,Everyone,"July 3, 2017",1.6.3028.0,2.3 and up,Board,Action & Adventure
Dominos Game ✔️,4.1,16.0,"1,000,000+",Free,0.0,Everyone,"July 5, 2018",5.2,4.1 and up,Board,Brain Games
Checkers ✔️,4.1,19.0,"1,000,000+",Free,0.0,Everyone,"July 24, 2018",4.0.2,4.1 and up,Board,Brain Games
Crazy Colors: Bubbles Matching,4.6,1.6,"100,000+",Free,0.0,Everyone,"May 24, 2018",2.9.7,3.0 and up,Board,Brain Games
Chess for Kids - Play & Learn,4.1,47.0,"100,000+",Free,0.0,Everyone,"May 15, 2018",2.2.3,4.1 and up,Puzzle,Brain Games
Block Puzzle : Night in Egypt,4.4,16.0,"50,000+",Free,0.0,Everyone,"September 12, 2017",1.2.16,2.3 and up,Puzzle,Brain Games
Mosaic puzzles,4.4,14.0,"500,000+",Free,0.0,Everyone,"July 4, 2018",2.8,4.0.3 and up,Puzzle,Brain Games
Chess School for Beginners,4.3,Not informed,"100,000+",Free,0.0,Everyone,"May 22, 2018",1.1.0,4.1 and up,Board,Brain Games
RISK: Global Domination,4.0,75.0,"5,000,000+",Free,0.0,Everyone,"July 31, 2018",1.19.56.434,4.4 and up,Board,Action & Adventure
Pino chess,4.8,25.0,"1,000+",Free,0.0,Everyone,"January 26, 2017",0.1.0,4.0 and up,Casual,Brain Games
Chess PRO Free,3.8,5.7,"100,000+",Free,0.0,Everyone,"September 8, 2016",4.2,2.3 and up,Board,Brain Games
All-in-One Mahjong 3 FREE,4.5,17.0,"50,000+",Free,0.0,Everyone,"June 13, 2018",20180609,4.0 and up,Board,Brain Games
Hactar Go,4.8,3.5,"1,000+",Paid,2.99,Everyone,"March 30, 2018",2.4.15,4.0 and up,Board,Brain Games
All-in-One Mahjong 3,4.4,16.0,100+,Paid,0.99,Everyone,"June 14, 2018",20180609,4.0 and up,Board,Brain Games
World Racers family board game,4.8,42.0,100+,Paid,0.99,Everyone,"September 3, 2015",1.1,5.1 and up,Board,Pretend Play
SweetLand — Family Board Game,4.2,47.0,"1,000+",Paid,0.99,Everyone,"November 14, 2014",1.2,2.3.3 and up,Casual,Pretend Play
Steam: Rails to Riches,4.2,67.0,"5,000+",Paid,4.99,Everyone,"December 13, 2017",3.3.1,4.1 and up,Board,Brain Games
Whoowasit? - Best kids game!,4.0,26.0,"5,000+",Paid,2.99,Everyone,"July 24, 2018",1.6,4.1 and up,Board,Action & Adventure
Lanterns: The Harvest Festival,4.7,72.0,"1,000+",Paid,4.99,Everyone,"May 1, 2018",1.16.5,4.1 and up,Board,Brain Games
Tsuro - The Game of the Path,4.7,37.0,"10,000+",Paid,2.99,Everyone,"August 2, 2016",1.3.3,2.3 and up,Board,Brain Games
THE aMAZEing Labyrinth,3.9,1.2,"10,000+",Paid,4.99,Everyone,"February 9, 2016",1.0.3,4.0 and up,Board,Brain Games
Chess and Mate,4.5,17.0,"5,000+",Paid,4.99,Everyone,"August 12, 2015",2.0.5,2.3 and up,Board,Brain Games
Kids Balloon Pop Game Free 🎈,4.1,19.0,"10,000,000+",Free,0.0,Everyone,"July 6, 2018",18.2,4.0.3 and up,Casual,Music & Video
DreamWorks Friends,3.6,48.0,"100,000+",Free,0.0,Everyone,"August 4, 2017",2.5,4.3 and up,Role Playing,Pretend Play
Dr. Panda & Toto's Treehouse,4.4,9.5,"50,000+",Paid,3.99,Everyone,"December 9, 2014",1.8,4.0 and up,Casual,Pretend Play
Fun Kid Racing - Motocross,4.1,Not informed,"10,000,000+",Free,0.0,Everyone,"June 27, 2018",3.46,4.2 and up,Racing,Action & Adventure
Barbie Life™,3.9,63.0,"5,000,000+",Free,0.0,Everyone,"July 12, 2018",2.6,4.1 and up,Casual,Pretend Play
Hello Kitty Lunchbox,4.2,15.0,"5,000,000+",Free,0.0,Everyone,"November 21, 2017",1.6,4.1 and up,Casual,Creativity
Ever After High™ Charmed Style,3.9,54.0,"1,000,000+",Free,0.0,Everyone,"December 30, 2016",1.3,4.0.3 and up,Casual,Pretend Play
Fun Kid Racing,4.0,Not informed,"10,000,000+",Free,0.0,Everyone,"August 3, 2018",3.52,4.2 and up,Racing,Action & Adventure
My Little Pony Celebration,4.3,17.0,"1,000,000+",Free,0.0,Everyone,"July 22, 2016",1.0.0,2.3 and up,Simulation,Pretend Play
Thomas & Friends: Delivery,4.2,17.0,"1,000,000+",Free,0.0,Everyone,"February 5, 2016",1.0,2.3 and up,Casual,Action & Adventure
Nasty Goats,4.3,64.0,"1,000,000+",Free,0.0,Everyone,"April 14, 2016",1.1.0,4.0 and up,Arcade,Action & Adventure
Animal Jam - Play Wild!,4.6,58.0,"5,000,000+",Free,0.0,Everyone,"August 2, 2018",28.0.14,4.1 and up,Casual,Pretend Play
Real Racing 3,4.5,71.0,"10,000,000+",Free,0.0,Everyone,"July 2, 2018",6.4.0,4.1 and up,Racing,Action & Adventure
Minecraft,4.5,Not informed,"10,000,000+",Paid,6.99,Everyone 10+,"July 24, 2018",1.5.2.1,Varies with device,Arcade,Action & Adventure
Card Wars - Adventure Time,4.3,23.0,"1,000,000+",Paid,2.99,Everyone 10+,"February 11, 2016",1.11.0,2.3.3 and up,Card,Action & Adventure
aa,4.2,6.5,"50,000,000+",Free,0.0,Everyone,"June 30, 2018",1.7.3,4.1 and up,Strategy,No description
Rope Hero Return of a Legend,4.3,96.0,"1,000,000+",Free,0.0,Mature 17+,"August 26, 2016",1.0,2.3 and up,Arcade,No description
Draw a Stickman: EPIC 2 Free,4.3,24.0,"10,000,000+",Free,0.0,Everyone,"June 14, 2018",1.2.1.49,4.0 and up,Adventure,No description
Dog Sim Online: Raise a Family,4.6,74.0,"5,000,000+",Free,0.0,Teen,"April 22, 2018",8.6,4.0 and up,Simulation,No description
Build a Bridge!,4.6,74.0,"10,000,000+",Free,0.0,Everyone,"August 2, 2018",2.1.1,4.1 and up,Puzzle,No description
UNO ™ & Friends,4.1,Not informed,"50,000,000+",Free,0.0,Everyone,"September 20, 2017",Varies with device,Varies with device,Card,No description
Find a Way: Addictive Puzzle,4.8,14.0,"500,000+",Free,0.0,Everyone,"June 16, 2017",4.1.1,4.1 and up,Puzzle,No description
Create A Superhero HD,3.3,19.0,"500,000+",Free,0.0,Teen,"December 30, 2017",4.0.4,2.3 and up,Casual,No description
4 in a Row,3.8,Not informed,"500,000+",Free,0.0,Everyone,"May 13, 2018",Varies with device,Varies with device,Board,No description
Bubble Shooter,4.5,50.0,"5,000,000+",Free,0.0,Everyone,"September 13, 2017",4.4,2.3 and up,Arcade,No description
Super Mario Run,3.7,70.0,"100,000,000+",Free,0.0,Everyone,"July 12, 2018",3.0.11,4.2 and up,Action,No description
STARDOM: THE A-LIST,4.5,29.0,"1,000,000+",Free,0.0,Teen,"September 12, 2014",2.1.8,2.1 and up,Adventure,No description
The Tribez: Build a Village,4.4,Not informed,"10,000,000+",Free,0.0,Everyone,"July 13, 2018",9.3.6,4.0.3 and up,Simulation,No description
Glow Hockey,4.1,Not informed,"100,000,000+",Free,0.0,Everyone,"July 22, 2018",1.3.8,4.1 and up,Arcade,No description
Asphalt 8: Airborne,4.5,92.0,"100,000,000+",Free,0.0,Teen,"July 4, 2018",3.7.1a,4.0.3 and up,Racing,No description
Lep's World 2 🍀🍀,4.3,57.0,"100,000,000+",Free,0.0,Everyone 10+,"June 7, 2018",1.9.8.0,4.1 and up,Arcade,No description
Law of Creation: A Playable Manga,4.5,47.0,"500,000+",Free,0.0,Teen,"June 25, 2018",1.0.19,4.0.3 and up,Adventure,No description
Real City Car Driver,3.7,22.0,"10,000,000+",Free,0.0,Mature 17+,"August 1, 2018",2.8,4.1 and up,Racing,No description
Rolling Sky,4.5,50.0,"50,000,000+",Free,0.0,Everyone,"August 3, 2018",Varies with device,4.0.3 and up,Board,No description
Gymnastics Superstar - Spin your way to gold!,4.6,34.0,"10,000,000+",Free,0.0,Everyone,"July 31, 2018",1.1.7,4.1 and up,Role Playing,No description
SuperCity: Build a Story,4.4,70.0,"1,000,000+",Free,0.0,Everyone,"July 28, 2018",1.19.1,4.1 and up,Simulation,No description
4 in a row,4.3,4.1,"5,000,000+",Free,0.0,Everyone,"April 12, 2016",1.0.21,1.5 and up,Board,No description
Four In A Line Free,4.3,11.0,"5,000,000+",Free,0.0,Everyone,"June 11, 2018",1.58,4.1 and up,Board,No description
Like A Boss,4.4,94.0,"500,000+",Free,0.0,Everyone 10+,"August 1, 2018",1.0.17.2,5.0 and up,Role Playing,No description
Hungry Hearts Diner: A Tale of Star-Crossed Souls,4.9,56.0,"500,000+",Free,0.0,Everyone 10+,"February 7, 2018",1.0.1,4.0 and up,Simulation,No description
Dragon Sim Online: Be A Dragon,4.6,66.0,"5,000,000+",Free,0.0,Teen,"February 27, 2018",5.4,4.0 and up,Simulation,No description
Draw A Stickman,3.4,17.0,"1,000,000+",Free,0.0,Everyone,"May 19, 2017",1.1.0,4.0.3 and up,Adventure,No description
Cat Sim Online: Play with Cats,4.6,81.0,"5,000,000+",Free,0.0,Everyone 10+,"April 22, 2018",3.7,4.0 and up,Simulation,No description
Four In A Line,3.8,3.0,"1,000,000+",Free,0.0,Everyone,"May 4, 2015",1.10,2.3 and up,Board,No description
MORTAL KOMBAT X,4.4,18.0,"10,000,000+",Free,0.0,Mature 17+,"June 27, 2018",1.18.2,4.0 and up,Action,No description
► MultiCraft ― Free Miner! 👍,4.3,Not informed,"50,000,000+",Free,0.0,Everyone 10+,"July 29, 2018",1.1.11.11,4.1 and up,Adventure,No description
Pixel Gun 3D: Survival shooter & Battle Royale,4.5,55.0,"50,000,000+",Free,0.0,Teen,"July 4, 2018",15.1.2,4.0.3 and up,Action,No description
B-52 Spirits of Glory Deluxe,4.3,29.0,100+,Paid,0.99,Everyone,"September 2, 2017",1.5.9,2.3 and up,Arcade,No description
Hay Day,4.5,94.0,"100,000,000+",Free,0.0,Everyone,"June 28, 2018",1_39_93,4.0.3 and up,Casual,No description
B-Grade Renegade,3.9,64.0,"1,000+",Paid,1.99,Teen,"October 17, 2017",0.8.17,3.2 and up,Action,No description
Block! Hexa Puzzle™,4.5,Not informed,"50,000,000+",Free,0.0,Everyone,"July 31, 2018",1.5.10,4.1 and up,Puzzle,No description
Critical Ops,4.4,50.0,"10,000,000+",Free,0.0,Teen,"July 31, 2018",0.9.10.f96,4.4 and up,Action,No description
Hitman Sniper,4.6,29.0,"10,000,000+",Paid,0.99,Mature 17+,"July 12, 2018",1.7.110758,4.1 and up,Action,No description
FRONTLINE COMMANDO: D-DAY,4.5,14.0,"10,000,000+",Free,0.0,Mature 17+,"May 16, 2014",3.0.4,2.1 and up,Action,No description
Fruit Ninja®,4.3,41.0,"100,000,000+",Free,0.0,Everyone,"July 12, 2018",2.6.7.487220,4.1 and up,Arcade,No description
Beach Buggy Blitz,4.2,47.0,"50,000,000+",Free,0.0,Everyone,"June 5, 2018",1.5,4.0.3 and up,Racing,No description
Vector,4.4,89.0,"100,000,000+",Free,0.0,Everyone 10+,"July 18, 2016",1.2.0,4.0 and up,Arcade,No description
Dr. Driving,4.5,9.9,"100,000,000+",Free,0.0,Everyone,"March 2, 2018",1.52,4.0.3 and up,Racing,No description
D Day World War II Commando Survival Shooting,4.2,64.0,"100,000+",Free,0.0,Teen,"May 25, 2018",1.2,4.1 and up,Action,No description
Geometry Dash Meltdown,4.6,48.0,"50,000,000+",Free,0.0,Everyone,"December 22, 2017",1.01,4.0 and up,Arcade,No description
Block City Wars + skins export,4.5,28.0,"10,000,000+",Free,0.0,Teen,"March 30, 2018",6.7.5,4.0 and up,Simulation,No description
Bike Race Free - Top Motorcycle Racing Games,4.5,Not informed,"100,000,000+",Free,0.0,Everyone,"July 31, 2018",7.7.9,4.2 and up,Racing,No description
Dance School Stories - Dance Dreams Come True,4.4,36.0,"1,000,000+",Free,0.0,Everyone,"August 3, 2018",1.0.8,4.1 and up,Role Playing,No description
Mind Games Pro,4.6,18.0,"100,000+",Paid,2.99,Everyone,"July 18, 2018",3.0.5,2.3 and up,Puzzle,Brain Games
Smash Hit,4.5,79.0,"100,000,000+",Free,0.0,Everyone,"November 26, 2015",1.4.0,2.3 and up,Arcade,No description
Bad Piggies,4.3,66.0,"50,000,000+",Free,0.0,Everyone,"May 3, 2017",2.3.3,4.1 and up,Puzzle,No description
Temple Run,4.3,42.0,"100,000,000+",Free,0.0,Everyone,"August 2, 2018",1.9.1,4.0 and up,Arcade,No description
Broken Screen Prank,3.3,9.8,"1,000,000+",Free,0.0,Teen,"June 14, 2018",6.2,4.0 and up,Casual,No description
